"protocol","weekday","timeofday","pdu_size","dest_tcp","dest_udp","flag_tcp","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.tcpip.Tcp.source,org.jnetpcap.protocol.network.Ip4.destination,org.jnetpcap.protocol.tcpip.Tcp.destination)).enc_timed","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.tcpip.Tcp.source,org.jnetpcap.protocol.network.Ip4.destination,org.jnetpcap.protocol.tcpip.Tcp.destination)).enc_count","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.tcpip.Tcp.source,org.jnetpcap.protocol.network.Ip4.destination,org.jnetpcap.protocol.tcpip.Tcp.destination)).enc_tsize","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.tcpip.Tcp.source,org.jnetpcap.protocol.network.Ip4.destination,org.jnetpcap.protocol.tcpip.Tcp.destination)).enc_asize","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.tcpip.Tcp.source,org.jnetpcap.protocol.network.Ip4.destination,org.jnetpcap.protocol.tcpip.Tcp.destination)).enc_rateps","attack"
"Tcp","4","76377","80","80","-1","24","9097852000","4","510","127.0","0.05555555555555555","true"
"Tcp","4","76377","102","80","-1","24","9083891000","4","532","133.0","0.05555555555555555","true"
"Tcp","4","76377","112","80","-1","24","9069888000","4","542","135.0","0.0547945205479452","true"
"Tcp","4","76377","92","80","-1","24","9055961000","4","522","130.0","0.0547945205479452","true"
"Tcp","4","76377","102","80","-1","24","9041995000","4","532","133.0","0.0547945205479452","true"
"Tcp","4","76377","76","80","-1","24","8850446000","4","506","126.0","0.0547945205479452","true"
"Tcp","4","76377","89","80","-1","24","8834562000","4","519","129.0","0.0547945205479452","true"
"Tcp","4","76378","113","80","-1","24","8819606000","4","543","135.0","0.0547945205479452","true"
"Tcp","4","76378","77","80","-1","24","8806673000","4","507","126.0","0.0547945205479452","true"
"Tcp","4","76378","100","80","-1","24","8791708000","4","530","132.0","0.0547945205479452","true"
"Tcp","4","76378","86","80","-1","24","8719249000","4","516","129.0","0.0547945205479452","true"
"Tcp","4","76378","92","80","-1","24","8705467000","4","522","130.0","0.0547945205479452","true"
"Tcp","4","76378","98","80","-1","24","8690534000","4","528","132.0","0.0547945205479452","true"
"Tcp","4","76378","93","80","-1","24","8677545000","4","523","130.0","0.0547945205479452","true"
"Tcp","4","76378","88","80","-1","24","8663599000","4","518","129.0","0.0547945205479452","true"
"Tcp","4","76378","113","80","-1","24","8649530000","4","543","135.0","0.0547945205479452","true"
"Tcp","4","76378","86","80","-1","24","8636690000","4","516","129.0","0.0547945205479452","true"
"Tcp","4","76378","109","80","-1","24","8622775000","4","539","134.0","0.0547945205479452","true"
"Tcp","4","76378","104","80","-1","24","8608805000","4","534","133.0","0.0547945205479452","true"
"Tcp","4","76378","93","80","-1","24","8594740000","4","523","130.0","0.0547945205479452","true"
"Tcp","4","76378","91","80","-1","24","8584275000","4","521","130.0","0.0547945205479452","true"
"Tcp","4","76378","105","80","-1","24","8572461000","4","535","133.0","0.0547945205479452","true"
"Tcp","4","76378","107","80","-1","24","8560369000","4","537","134.0","0.0547945205479452","true"
"Tcp","4","76379","114","80","-1","24","8548478000","4","544","136.0","0.0547945205479452","true"
"Tcp","4","76379","85","80","-1","24","8537478000","4","515","128.0","0.0547945205479452","true"
"Tcp","4","76379","101","80","-1","24","8524691000","4","531","132.0","0.0547945205479452","true"
"Tcp","4","76379","112","80","-1","24","8439445000","4","542","135.0","0.0547945205479452","true"
"Tcp","4","76379","116","80","-1","24","8427332000","4","546","136.0","0.05405405405405406","true"
"Tcp","4","76379","98","80","-1","24","8417469000","4","528","132.0","0.05405405405405406","true"
"Tcp","4","76379","96","80","-1","24","8405403000","4","526","131.0","0.05405405405405406","true"
"Tcp","4","76379","87","80","-1","24","8393437000","4","517","129.0","0.05405405405405406","true"
"Tcp","4","76379","88","80","-1","24","8381700000","4","518","129.0","0.05405405405405406","true"
"Tcp","4","76379","103","80","-1","24","8369739000","4","533","133.0","0.05405405405405406","true"
"Tcp","4","76379","97","80","-1","24","8357528000","4","527","131.0","0.05405405405405406","true"
"Tcp","4","76379","99","80","-1","24","8345599000","4","529","132.0","0.05405405405405406","true"
"Tcp","4","76379","103","80","-1","24","8333643000","4","533","133.0","0.05405405405405406","true"
"Tcp","4","76379","103","80","-1","24","8321670000","4","533","133.0","0.05405405405405406","true"
"Tcp","4","76379","80","80","-1","24","8309712000","4","510","127.0","0.05405405405405406","true"
"Tcp","4","76380","75","80","-1","24","8297753000","4","505","126.0","0.05405405405405406","true"
"Tcp","4","76380","101","80","-1","24","8285741000","4","531","132.0","0.05405405405405406","true"
"Tcp","4","76380","104","80","-1","24","8273786000","4","534","133.0","0.05405405405405406","true"
"Tcp","4","76380","104","80","-1","24","7788874000","4","534","133.0","0.05405405405405406","true"
"Tcp","4","76380","93","80","-1","24","7775925000","4","523","130.0","0.05405405405405406","true"
"Tcp","4","76380","96","80","-1","24","7763939000","4","526","131.0","0.05405405405405406","true"
"Tcp","4","76380","90","80","-1","24","7752005000","4","520","130.0","0.05405405405405406","true"
"Tcp","4","76380","98","80","-1","24","7740044000","4","528","132.0","0.05405405405405406","true"
"Icmp","4","76380","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Icmp","4","76380","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Icmp","4","76380","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Icmp","4","76380","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Icmp","4","76380","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Icmp","4","76380","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Tcp","4","76380","96","80","-1","24","9999768000","5","621","124.0","0.06493506493506493","true"
"Tcp","4","76380","91","80","-1","24","9999802000","5","613","122.0","0.06493506493506493","true"
"Tcp","4","76381","81","80","-1","24","9999811000","5","614","122.0","0.06493506493506493","true"
"Tcp","4","76381","85","80","-1","24","9999821000","5","622","124.0","0.06493506493506493","true"
"Tcp","4","76381","112","80","-1","24","9999831000","5","641","128.0","0.06493506493506493","true"
"Tcp","4","76381","90","80","-1","24","9999838000","5","611","122.0","0.06493506493506493","true"
"Tcp","4","76381","110","80","-1","24","9999846000","5","650","130.0","0.06493506493506493","true"
"Tcp","4","76381","88","80","-1","24","9999858000","5","611","122.0","0.06493506493506493","true"
"Tcp","4","76381","90","80","-1","24","9999863000","5","612","122.0","0.06493506493506493","true"
"Tcp","4","76381","91","80","-1","24","9999873000","5","608","121.0","0.06493506493506493","true"
"Tcp","4","76381","97","80","-1","24","9999705000","5","609","121.0","0.06493506493506493","true"
"Tcp","4","76381","97","80","-1","24","9999752000","5","608","121.0","0.06493506493506493","true"
"Tcp","4","76381","85","80","-1","24","9999763000","5","619","123.0","0.06493506493506493","true"
"Tcp","4","76381","101","80","-1","24","9999774000","5","635","127.0","0.06493506493506493","true"
"Tcp","4","76381","88","80","-1","24","9999826000","5","606","121.0","0.06493506493506493","true"
"Tcp","4","76381","91","80","-1","24","9999842000","5","622","124.0","0.0641025641025641","true"
"Tcp","4","76381","109","80","-1","24","10000876000","5","628","125.0","0.0641025641025641","true"
"Tcp","4","76382","102","80","-1","24","10000885000","5","646","129.0","0.0641025641025641","true"
"Tcp","4","76382","90","80","-1","24","10000896000","5","601","120.0","0.0641025641025641","true"
"Tcp","4","76382","95","80","-1","24","10000909000","5","616","123.0","0.0641025641025641","true"
"Tcp","4","76382","87","80","-1","24","10000952000","5","608","121.0","0.0641025641025641","true"
"Tcp","4","76382","88","80","-1","24","10000966000","5","605","121.0","0.0641025641025641","true"
"Tcp","4","76382","110","80","-1","24","10000748000","5","619","123.0","0.0641025641025641","true"
"Tcp","4","76382","79","80","-1","24","10000821000","5","610","122.0","0.0641025641025641","true"
"Tcp","4","76382","104","80","-1","24","10000845000","5","614","122.0","0.0641025641025641","true"
"Tcp","4","76382","87","80","-1","24","10000870000","5","614","122.0","0.0641025641025641","true"
"Tcp","4","76382","90","80","-1","24","10000897000","5","604","120.0","0.0641025641025641","true"
"Tcp","4","76382","94","80","-1","24","10000925000","5","636","127.0","0.0641025641025641","true"
"Tcp","4","76382","106","80","-1","24","10000951000","5","639","127.0","0.0641025641025641","true"
"Tcp","4","76382","103","80","-1","24","10000983000","5","628","125.0","0.0641025641025641","true"
"Tcp","4","76382","98","80","-1","24","10001017000","5","612","122.0","0.0641025641025641","true"
"Tcp","4","76383","97","80","-1","24","10001049000","5","633","126.0","0.0641025641025641","true"
"Tcp","4","76383","96","80","-1","24","9999592000","5","622","124.0","0.0641025641025641","true"
"Tcp","4","76383","99","80","-1","24","9999610000","5","615","123.0","0.0641025641025641","true"
"Tcp","4","76383","102","80","-1","24","9999631000","5","626","125.0","0.0641025641025641","true"
"Tcp","4","76383","105","80","-1","24","9999654000","5","617","123.0","0.0641025641025641","true"
"Tcp","4","76383","88","80","-1","24","9999676000","5","614","122.0","0.0641025641025641","true"
"Tcp","4","76383","88","80","-1","24","9999700000","5","611","122.0","0.0641025641025641","true"
"Tcp","4","76383","102","80","-1","24","18876406000","4","532","133.0","0.05128205128205128","true"
"Tcp","4","76383","89","80","-1","24","18862941000","4","519","129.0","0.05128205128205128","true"
"Tcp","4","76383","87","80","-1","24","9999052000","5","593","118.0","0.0641025641025641","true"
"Tcp","4","76383","100","80","-1","24","9999038000","5","619","123.0","0.0641025641025641","true"
"Tcp","4","76383","91","80","-1","24","9999041000","5","634","126.0","0.0641025641025641","true"
"Tcp","4","76383","95","80","-1","24","9999043000","5","602","120.0","0.0641025641025641","true"
"Tcp","4","76383","91","80","-1","24","9999044000","5","621","124.0","0.0641025641025641","true"
"Tcp","4","76383","74","80","-1","2","0","1","74","74.0","0.01694915254237288","true"
"Icmp","4","76384","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Icmp","4","76384","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Icmp","4","76384","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Icmp","4","76384","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Icmp","4","76384","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Icmp","4","76384","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Tcp","4","76384","97","80","-1","24","10000385000","6","718","119.0","0.075","true"
"Tcp","4","76384","84","80","-1","24","10000298000","6","697","116.0","0.075","true"
"Tcp","4","76384","88","80","-1","24","10000288000","6","702","117.0","0.075","true"
"Tcp","4","76384","88","80","-1","24","10000277000","6","710","118.0","0.075","true"
"Tcp","4","76384","88","80","-1","24","10000266000","6","729","121.0","0.075","true"
"Tcp","4","76384","106","80","-1","24","10000257000","6","717","119.0","0.075","true"
"Tcp","4","76384","89","80","-1","24","10000247000","6","739","123.0","0.075","true"
"Tcp","4","76384","100","80","-1","24","10000234000","6","711","118.0","0.07407407407407407","true"
"Tcp","4","76384","111","80","-1","24","10000762000","6","723","120.0","0.07407407407407407","true"
"Tcp","4","76384","83","80","-1","24","10000752000","6","691","115.0","0.07407407407407407","true"
"Tcp","4","76384","93","80","-1","24","9999599000","6","702","117.0","0.07407407407407407","true"
"Tcp","4","76385","86","80","-1","24","9999516000","6","694","115.0","0.07407407407407407","true"
"Tcp","4","76385","96","80","-1","24","9999503000","6","715","119.0","0.07407407407407407","true"
"Tcp","4","76385","117","80","-1","24","9999493000","6","752","125.0","0.07407407407407407","true"
"Tcp","4","76385","100","80","-1","24","9999440000","6","706","117.0","0.07407407407407407","true"
"Tcp","4","76385","98","80","-1","24","9999423000","6","720","120.0","0.07407407407407407","true"
"Tcp","4","76385","107","80","-1","24","19999266000","5","647","129.0","0.06172839506172839","true"
"Tcp","4","76385","79","80","-1","24","19999267000","5","612","122.0","0.06172839506172839","true"
"Tcp","4","76385","85","80","-1","24","20000668000","5","602","120.0","0.06172839506172839","true"
"Tcp","4","76385","95","80","-1","24","20000674000","5","613","122.0","0.06172839506172839","true"
"Tcp","4","76385","116","80","-1","24","9999402000","6","744","124.0","0.07407407407407407","true"
"Tcp","4","76385","82","80","-1","24","9999400000","6","728","121.0","0.07407407407407407","true"
"Tcp","4","76385","99","80","-1","24","9999393000","6","700","116.0","0.07407407407407407","true"
"Tcp","4","76385","99","80","-1","24","20001736000","5","621","124.0","0.06172839506172839","true"
"Tcp","4","76385","89","80","-1","24","20001741000","5","617","123.0","0.06172839506172839","true"
"Tcp","4","76385","103","80","-1","24","20000298000","5","641","128.0","0.06172839506172839","true"
"Tcp","4","76386","96","80","-1","24","20000279000","5","620","124.0","0.06172839506172839","true"
"Tcp","4","76386","99","80","-1","24","20000282000","5","624","124.0","0.06172839506172839","true"
"Tcp","4","76386","100","80","-1","24","20000287000","5","614","122.0","0.06097560975609756","true"
"Tcp","4","76386","87","80","-1","24","20000293000","5","609","121.0","0.06097560975609756","true"
"Tcp","4","76386","96","80","-1","24","20000296000","5","637","127.0","0.06097560975609756","true"
"Tcp","4","76386","88","80","-1","24","20000302000","5","624","124.0","0.06097560975609756","true"
"Tcp","4","76386","82","80","-1","24","20001696000","5","619","123.0","0.06097560975609756","true"
"Tcp","4","76386","109","80","-1","24","20001735000","5","638","127.0","0.06097560975609756","true"
"Tcp","4","76386","106","80","-1","24","20001749000","5","631","126.0","0.06097560975609756","true"
"Tcp","4","76386","83","80","-1","24","20000301000","5","606","121.0","0.06097560975609756","true"
"Tcp","4","76386","109","80","-1","24","20000305000","5","645","129.0","0.06097560975609756","true"
"Tcp","4","76386","102","80","-1","24","20000310000","5","624","124.0","0.06097560975609756","true"
"Tcp","4","76386","97","80","-1","24","20000315000","5","622","124.0","0.06097560975609756","true"
"Tcp","4","76386","80","80","-1","24","20000319000","5","592","118.0","0.06097560975609756","true"
"Tcp","4","76387","99","80","-1","24","20000327000","5","637","127.0","0.06097560975609756","true"
"Tcp","4","76387","112","80","-1","24","20001705000","5","634","126.0","0.06097560975609756","true"
"Tcp","4","76387","86","80","-1","24","20001746000","5","611","122.0","0.06097560975609756","true"
"Tcp","4","76387","81","80","-1","24","20001749000","5","599","119.0","0.06097560975609756","true"
"Tcp","4","76387","99","80","-1","24","9997425000","6","700","116.0","0.07317073170731707","true"
"Tcp","4","76387","96","80","-1","24","10000179000","6","701","116.0","0.07317073170731707","true"
"Tcp","4","76387","104","80","-1","24","10000178000","6","724","120.0","0.07228915662650602","true"
"Tcp","4","76387","93","80","-1","24","10000175000","6","711","118.0","0.07228915662650602","true"
"Tcp","4","76387","80","80","-1","24","10000168000","6","710","118.0","0.07228915662650602","true"
"Tcp","4","76387","105","80","-1","24","10000165000","6","706","117.0","0.07228915662650602","true"
"Tcp","4","76387","115","80","-1","24","10000157000","6","740","123.0","0.07228915662650602","true"
"Tcp","4","76387","85","80","-1","24","10000147000","6","666","111.0","0.07228915662650602","true"
"Tcp","4","76387","106","80","-1","24","10000130000","6","733","122.0","0.07228915662650602","true"
"Tcp","4","76387","105","80","-1","24","10000129000","6","745","124.0","0.07228915662650602","true"
"Tcp","4","76387","82","80","-1","24","10001451000","6","695","115.0","0.07228915662650602","true"
"Tcp","4","76388","96","80","-1","24","10001475000","6","703","117.0","0.07228915662650602","true"
"Tcp","4","76388","106","80","-1","24","10001472000","6","736","122.0","0.07228915662650602","true"
"Tcp","4","76388","98","80","-1","24","10001468000","6","734","122.0","0.07228915662650602","true"
"Tcp","4","76388","92","80","-1","24","10001465000","6","714","119.0","0.07228915662650602","true"
"Tcp","4","76388","76","80","-1","24","20001154000","5","602","120.0","0.060240963855421686","true"
"Tcp","4","76388","109","80","-1","24","20001162000","5","645","129.0","0.060240963855421686","true"
"Tcp","4","76388","85","80","-1","24","20001177000","5","627","125.0","0.060240963855421686","true"
"Tcp","4","76388","103","80","-1","24","20001198000","5","614","122.0","0.060240963855421686","true"
"Tcp","4","76388","100","80","-1","24","19999647000","5","632","126.0","0.060240963855421686","true"
"Tcp","4","76388","108","80","-1","24","19999653000","5","634","126.0","0.060240963855421686","true"
"Tcp","4","76388","96","80","-1","24","19999672000","5","619","123.0","0.05952380952380952","true"
"Tcp","4","76388","94","80","-1","24","19999688000","5","622","124.0","0.05952380952380952","true"
"Tcp","4","76388","100","80","-1","24","19999708000","5","622","124.0","0.05952380952380952","true"
"Tcp","4","76388","83","80","-1","24","19999848000","5","614","122.0","0.05952380952380952","true"
"Tcp","4","76388","104","80","-1","24","29020853000","4","534","133.0","0.047619047619047616","true"
"Icmp","4","76388","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Tcp","4","76389","74","80","-1","2","0","1","74","74.0","0.019230769230769232","true"
"Icmp","4","76389","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Tcp","4","76389","74","80","-1","2","0","1","74","74.0","0.02040816326530612","true"
"Icmp","4","76389","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Tcp","4","76389","74","80","-1","2","0","1","74","74.0","0.021739130434782608","true"
