"protocol","weekday","timeofday","pdu_size","dest_tcp","dest_udp","flag_tcp","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.tcpip.Tcp.source,org.jnetpcap.protocol.network.Ip4.destination,org.jnetpcap.protocol.tcpip.Tcp.destination)).enc_timed","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.tcpip.Tcp.source,org.jnetpcap.protocol.network.Ip4.destination,org.jnetpcap.protocol.tcpip.Tcp.destination)).enc_count","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.tcpip.Tcp.source,org.jnetpcap.protocol.network.Ip4.destination,org.jnetpcap.protocol.tcpip.Tcp.destination)).enc_tsize","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.tcpip.Tcp.source,org.jnetpcap.protocol.network.Ip4.destination,org.jnetpcap.protocol.tcpip.Tcp.destination)).enc_asize","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.tcpip.Tcp.source,org.jnetpcap.protocol.network.Ip4.destination,org.jnetpcap.protocol.tcpip.Tcp.destination)).enc_rateps","attack"
"Tcp","4","76351","74","80","-1","2","0","1","74","74.0","0.022727272727272728","true"
"Tcp","4","76351","74","80","-1","2","0","1","74","74.0","0.022727272727272728","true"
"Tcp","4","76351","74","80","-1","2","0","1","74","74.0","0.022727272727272728","true"
"Tcp","4","76351","74","80","-1","2","0","1","74","74.0","0.022727272727272728","true"
"Tcp","4","76351","74","80","-1","2","0","1","74","74.0","0.022727272727272728","true"
"Tcp","4","76351","74","80","-1","2","0","1","74","74.0","0.022727272727272728","true"
"Tcp","4","76351","74","80","-1","2","0","1","74","74.0","0.022727272727272728","true"
"Tcp","4","76351","74","80","-1","2","0","1","74","74.0","0.022727272727272728","true"
"Tcp","4","76351","74","80","-1","2","0","1","74","74.0","0.022727272727272728","true"
"Tcp","4","76351","74","80","-1","2","0","1","74","74.0","0.022727272727272728","true"
"Tcp","4","76352","74","80","-1","2","0","1","74","74.0","0.022727272727272728","true"
"Tcp","4","76352","74","80","-1","2","0","1","74","74.0","0.022222222222222223","true"
"Tcp","4","76352","74","80","-1","2","0","1","74","74.0","0.022222222222222223","true"
"Tcp","4","76352","74","80","-1","2","0","1","74","74.0","0.022222222222222223","true"
"Icmp","4","76352","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Tcp","4","76352","74","80","-1","2","0","1","74","74.0","0.022222222222222223","true"
"Tcp","4","76352","74","80","-1","2","0","1","74","74.0","0.022222222222222223","true"
"Tcp","4","76352","74","80","-1","2","0","1","74","74.0","0.022222222222222223","true"
"Tcp","4","76352","74","80","-1","2","0","1","74","74.0","0.022222222222222223","true"
"Tcp","4","76352","74","80","-1","2","0","1","74","74.0","0.022222222222222223","true"
"Tcp","4","76352","74","80","-1","2","0","1","74","74.0","0.022222222222222223","true"
"Tcp","4","76353","74","80","-1","2","0","1","74","74.0","0.022222222222222223","true"
"Tcp","4","76353","74","80","-1","2","0","1","74","74.0","0.022222222222222223","true"
"Tcp","4","76353","74","80","-1","2","0","1","74","74.0","0.022222222222222223","true"
"Tcp","4","76353","74","80","-1","2","0","1","74","74.0","0.021739130434782608","true"
"Tcp","4","76353","74","80","-1","2","0","1","74","74.0","0.021739130434782608","true"
"Tcp","4","76353","74","80","-1","2","0","1","74","74.0","0.021739130434782608","true"
"Tcp","4","76353","74","80","-1","2","0","1","74","74.0","0.021739130434782608","true"
"Tcp","4","76353","74","80","-1","2","0","1","74","74.0","0.021739130434782608","true"
"Tcp","4","76353","74","80","-1","2","0","1","74","74.0","0.021739130434782608","true"
"Tcp","4","76353","74","80","-1","2","0","1","74","74.0","0.021739130434782608","true"
"Tcp","4","76353","74","80","-1","2","0","1","74","74.0","0.021739130434782608","true"
"Tcp","4","76354","74","80","-1","2","0","1","74","74.0","0.021739130434782608","true"
"Tcp","4","76354","74","80","-1","2","0","1","74","74.0","0.021739130434782608","true"
"Tcp","4","76354","74","80","-1","2","0","1","74","74.0","0.021739130434782608","true"
"Tcp","4","76354","74","80","-1","2","0","1","74","74.0","0.021739130434782608","true"
"Tcp","4","76354","74","80","-1","2","0","1","74","74.0","0.021739130434782608","true"
"Tcp","4","76354","74","80","-1","2","0","1","74","74.0","0.02127659574468085","true"
"Tcp","4","76354","74","80","-1","2","0","1","74","74.0","0.02127659574468085","true"
"Tcp","4","76354","74","80","-1","2","0","1","74","74.0","0.02127659574468085","true"
"Tcp","4","76354","74","80","-1","2","0","1","74","74.0","0.02127659574468085","true"
"Tcp","4","76354","74","80","-1","2","0","1","74","74.0","0.02127659574468085","true"
"Tcp","4","76354","74","80","-1","2","0","1","74","74.0","0.02127659574468085","true"
"Tcp","4","76354","74","80","-1","2","0","1","74","74.0","0.02127659574468085","true"
"Tcp","4","76355","74","80","-1","2","0","1","74","74.0","0.02127659574468085","true"
"Tcp","4","76355","74","80","-1","2","0","1","74","74.0","0.02127659574468085","true"
"Tcp","4","76355","74","80","-1","2","0","1","74","74.0","0.02127659574468085","true"
"Tcp","4","76355","74","80","-1","2","0","1","74","74.0","0.02127659574468085","true"
"Tcp","4","76355","74","80","-1","2","0","1","74","74.0","0.02127659574468085","true"
"Tcp","4","76355","74","80","-1","2","0","1","74","74.0","0.02127659574468085","true"
"Tcp","4","76355","74","80","-1","2","0","1","74","74.0","0.020833333333333332","true"
"Tcp","4","76355","74","80","-1","2","0","1","74","74.0","0.020833333333333332","true"
"Tcp","4","76355","74","80","-1","2","0","1","74","74.0","0.020833333333333332","true"
"Tcp","4","76355","74","80","-1","2","0","1","74","74.0","0.020833333333333332","true"
"Tcp","4","76355","74","80","-1","2","0","1","74","74.0","0.020833333333333332","true"
"Tcp","4","76356","74","80","-1","2","0","1","74","74.0","0.020833333333333332","true"
"Tcp","4","76356","74","80","-1","2","0","1","74","74.0","0.020833333333333332","true"
"Tcp","4","76356","74","80","-1","2","0","1","74","74.0","0.020833333333333332","true"
"Tcp","4","76356","74","80","-1","2","0","1","74","74.0","0.020833333333333332","true"
"Tcp","4","76356","74","80","-1","2","0","1","74","74.0","0.020833333333333332","true"
"Tcp","4","76356","74","80","-1","2","0","1","74","74.0","0.020833333333333332","true"
"Tcp","4","76356","74","80","-1","2","0","1","74","74.0","0.020833333333333332","true"
"Tcp","4","76356","74","80","-1","2","0","1","74","74.0","0.020833333333333332","true"
"Tcp","4","76356","74","80","-1","2","0","1","74","74.0","0.02040816326530612","true"
"Tcp","4","76356","74","80","-1","2","0","1","74","74.0","0.02040816326530612","true"
"Tcp","4","76356","74","80","-1","2","0","1","74","74.0","0.02040816326530612","true"
"Tcp","4","76357","74","80","-1","2","0","1","74","74.0","0.02040816326530612","true"
"Tcp","4","76357","74","80","-1","2","0","1","74","74.0","0.02040816326530612","true"
"Tcp","4","76357","74","80","-1","2","0","1","74","74.0","0.02040816326530612","true"
"Tcp","4","76357","74","80","-1","2","0","1","74","74.0","0.02040816326530612","true"
"Tcp","4","76357","74","80","-1","2","0","1","74","74.0","0.02040816326530612","true"
"Tcp","4","76357","74","80","-1","2","0","1","74","74.0","0.02040816326530612","true"
"Tcp","4","76357","74","80","-1","2","0","1","74","74.0","0.02040816326530612","true"
"Tcp","4","76357","74","80","-1","2","0","1","74","74.0","0.02040816326530612","true"
"Tcp","4","76357","74","80","-1","2","0","1","74","74.0","0.02040816326530612","true"
"Tcp","4","76357","74","80","-1","2","0","1","74","74.0","0.02040816326530612","true"
"Tcp","4","76357","74","80","-1","2","0","1","74","74.0","0.02","true"
"Tcp","4","76357","74","80","-1","2","0","1","74","74.0","0.02","true"
"Tcp","4","76358","74","80","-1","2","0","1","74","74.0","0.02","true"
"Tcp","4","76358","74","80","-1","2","0","1","74","74.0","0.02","true"
"Tcp","4","76358","74","80","-1","2","0","1","74","74.0","0.02","true"
"Tcp","4","76358","74","80","-1","2","0","1","74","74.0","0.02","true"
"Tcp","4","76358","74","80","-1","2","0","1","74","74.0","0.02","true"
"Tcp","4","76358","74","80","-1","2","0","1","74","74.0","0.02","true"
"Tcp","4","76358","74","80","-1","2","0","1","74","74.0","0.02","true"
"Tcp","4","76358","74","80","-1","2","0","1","74","74.0","0.02","true"
"Tcp","4","76358","74","80","-1","2","0","1","74","74.0","0.02","true"
"Tcp","4","76358","74","80","-1","2","0","1","74","74.0","0.02","true"
"Tcp","4","76358","74","80","-1","2","0","1","74","74.0","0.02","true"
"Tcp","4","76359","74","80","-1","2","0","1","74","74.0","0.02","true"
"Tcp","4","76359","74","80","-1","2","0","1","74","74.0","0.0196078431372549","true"
"Tcp","4","76359","74","80","-1","2","0","1","74","74.0","0.0196078431372549","true"
"Tcp","4","76359","74","80","-1","2","0","1","74","74.0","0.0196078431372549","true"
"Tcp","4","76359","74","80","-1","2","0","1","74","74.0","0.0196078431372549","true"
"Tcp","4","76359","74","80","-1","2","0","1","74","74.0","0.0196078431372549","true"
"Tcp","4","76359","74","80","-1","2","0","1","74","74.0","0.0196078431372549","true"
"Tcp","4","76359","74","80","-1","2","0","1","74","74.0","0.0196078431372549","true"
"Icmp","4","76359","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Tcp","4","76359","74","80","-1","2","0","1","74","74.0","0.0196078431372549","true"
"Tcp","4","76359","74","80","-1","2","0","1","74","74.0","0.0196078431372549","true"
"Tcp","4","76359","74","80","-1","2","0","1","74","74.0","0.0196078431372549","true"
"Tcp","4","76360","74","80","-1","2","0","1","74","74.0","0.0196078431372549","true"
"Tcp","4","76360","74","80","-1","2","0","1","74","74.0","0.0196078431372549","true"
"Tcp","4","76360","74","80","-1","2","0","1","74","74.0","0.019230769230769232","true"
"Tcp","4","76360","74","80","-1","2","0","1","74","74.0","0.019230769230769232","true"
"Tcp","4","76360","74","80","-1","2","0","1","74","74.0","0.019230769230769232","true"
"Tcp","4","76360","74","80","-1","2","0","1","74","74.0","0.019230769230769232","true"
"Tcp","4","76360","74","80","-1","2","0","1","74","74.0","0.019230769230769232","true"
"Tcp","4","76360","74","80","-1","2","0","1","74","74.0","0.019230769230769232","true"
"Tcp","4","76360","74","80","-1","2","0","1","74","74.0","0.019230769230769232","true"
"Tcp","4","76360","74","80","-1","2","0","1","74","74.0","0.019230769230769232","true"
"Tcp","4","76360","74","80","-1","2","0","1","74","74.0","0.019230769230769232","true"
"Tcp","4","76361","74","80","-1","2","0","1","74","74.0","0.019230769230769232","true"
"Tcp","4","76361","74","80","-1","2","0","1","74","74.0","0.019230769230769232","true"
"Tcp","4","76361","74","80","-1","2","0","1","74","74.0","0.019230769230769232","true"
"Tcp","4","76361","74","80","-1","2","0","1","74","74.0","0.019230769230769232","true"
"Tcp","4","76361","74","80","-1","2","0","1","74","74.0","0.018867924528301886","true"
"Tcp","4","76361","74","80","-1","2","0","1","74","74.0","0.018867924528301886","true"
"Tcp","4","76361","74","80","-1","2","0","1","74","74.0","0.018867924528301886","true"
"Tcp","4","76361","74","80","-1","2","0","1","74","74.0","0.018867924528301886","true"
"Tcp","4","76361","74","80","-1","2","0","1","74","74.0","0.018867924528301886","true"
"Tcp","4","76361","74","80","-1","2","0","1","74","74.0","0.018867924528301886","true"
"Tcp","4","76361","74","80","-1","2","0","1","74","74.0","0.018867924528301886","true"
"Tcp","4","76362","74","80","-1","2","0","1","74","74.0","0.018867924528301886","true"
"Tcp","4","76362","74","80","-1","2","0","1","74","74.0","0.018867924528301886","true"
"Tcp","4","76362","74","80","-1","2","0","1","74","74.0","0.018867924528301886","true"
"Tcp","4","76362","74","80","-1","2","0","1","74","74.0","0.018867924528301886","true"
"Tcp","4","76362","74","80","-1","2","0","1","74","74.0","0.018867924528301886","true"
"Tcp","4","76362","74","80","-1","2","0","1","74","74.0","0.018518518518518517","true"
"Tcp","4","76362","74","80","-1","2","0","1","74","74.0","0.018518518518518517","true"
"Tcp","4","76362","74","80","-1","2","0","1","74","74.0","0.018518518518518517","true"
"Tcp","4","76362","74","80","-1","2","0","1","74","74.0","0.018518518518518517","true"
"Tcp","4","76362","74","80","-1","2","0","1","74","74.0","0.018518518518518517","true"
"Tcp","4","76362","74","80","-1","2","0","1","74","74.0","0.018518518518518517","true"
"Tcp","4","76363","74","80","-1","2","0","1","74","74.0","0.018518518518518517","true"
"Tcp","4","76363","74","80","-1","2","0","1","74","74.0","0.018518518518518517","true"
"Tcp","4","76363","74","80","-1","2","0","1","74","74.0","0.018518518518518517","true"
"Tcp","4","76363","74","80","-1","2","0","1","74","74.0","0.018518518518518517","true"
"Tcp","4","76363","74","80","-1","2","0","1","74","74.0","0.018518518518518517","true"
"Tcp","4","76363","74","80","-1","2","0","1","74","74.0","0.018518518518518517","true"
"Tcp","4","76363","74","80","-1","2","0","1","74","74.0","0.018518518518518517","true"
"Tcp","4","76363","74","80","-1","2","0","1","74","74.0","0.018518518518518517","true"
"Tcp","4","76363","74","80","-1","2","0","1","74","74.0","0.01818181818181818","true"
"Tcp","4","76363","74","80","-1","2","0","1","74","74.0","0.01818181818181818","true"
"Tcp","4","76364","74","80","-1","2","0","1","74","74.0","0.01818181818181818","true"
"Tcp","4","76364","74","80","-1","2","0","1","74","74.0","0.01818181818181818","true"
"Tcp","4","76364","74","80","-1","2","0","1","74","74.0","0.01818181818181818","true"
"Tcp","4","76364","74","80","-1","2","0","1","74","74.0","0.01818181818181818","true"
"Tcp","4","76364","74","80","-1","2","0","1","74","74.0","0.01818181818181818","true"
"Tcp","4","76364","74","80","-1","2","0","1","74","74.0","0.01818181818181818","true"
"Tcp","4","76364","74","80","-1","2","0","1","74","74.0","0.01818181818181818","true"
"Tcp","4","76364","74","80","-1","2","0","1","74","74.0","0.01818181818181818","true"
"Tcp","4","76364","74","80","-1","2","0","1","74","74.0","0.01818181818181818","true"
"Tcp","4","76364","74","80","-1","2","0","1","74","74.0","0.01818181818181818","true"
"Tcp","4","76364","74","80","-1","2","0","1","74","74.0","0.01818181818181818","true"
"Tcp","4","76364","74","80","-1","2","0","1","74","74.0","0.017857142857142856","true"
"Tcp","4","76365","74","80","-1","2","0","1","74","74.0","0.017857142857142856","true"
"Tcp","4","76365","74","80","-1","2","0","1","74","74.0","0.017857142857142856","true"
"Tcp","4","76365","74","80","-1","2","0","1","74","74.0","0.017857142857142856","true"
"Tcp","4","76365","74","80","-1","2","0","1","74","74.0","0.017857142857142856","true"
"Tcp","4","76365","74","80","-1","2","0","1","74","74.0","0.017857142857142856","true"
"Tcp","4","76365","74","80","-1","2","0","1","74","74.0","0.017857142857142856","true"
"Tcp","4","76365","74","80","-1","2","0","1","74","74.0","0.017857142857142856","true"
"Tcp","4","76365","74","80","-1","2","0","1","74","74.0","0.017857142857142856","true"
"Tcp","4","76365","74","80","-1","2","0","1","74","74.0","0.017857142857142856","true"
"Tcp","4","76365","74","80","-1","2","0","1","74","74.0","0.017857142857142856","true"
"Tcp","4","76365","74","80","-1","2","0","1","74","74.0","0.017857142857142856","true"
"Tcp","4","76365","74","80","-1","2","0","1","74","74.0","0.017857142857142856","true"
"Tcp","4","76366","74","80","-1","2","0","1","74","74.0","0.017543859649122806","true"
"Tcp","4","76366","74","80","-1","2","0","1","74","74.0","0.017543859649122806","true"
"Tcp","4","76366","74","80","-1","2","0","1","74","74.0","0.017543859649122806","true"
"Tcp","4","76366","74","80","-1","2","0","1","74","74.0","0.017543859649122806","true"
"Tcp","4","76366","74","80","-1","2","0","1","74","74.0","0.017543859649122806","true"
"Tcp","4","76366","74","80","-1","2","0","1","74","74.0","0.017543859649122806","true"
"Tcp","4","76366","74","80","-1","2","0","1","74","74.0","0.017543859649122806","true"
"Tcp","4","76366","74","80","-1","2","0","1","74","74.0","0.017543859649122806","true"
"Tcp","4","76366","74","80","-1","2","0","1","74","74.0","0.017543859649122806","true"
"Tcp","4","76366","74","80","-1","2","0","1","74","74.0","0.017543859649122806","true"
"Tcp","4","76366","74","80","-1","2","0","1","74","74.0","0.017543859649122806","true"
"Icmp","4","76366","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Tcp","4","76367","74","80","-1","2","0","1","74","74.0","0.017543859649122806","true"
"Tcp","4","76367","74","80","-1","2","0","1","74","74.0","0.017543859649122806","true"
"Tcp","4","76367","74","80","-1","2","0","1","74","74.0","0.017241379310344827","true"
"Tcp","4","76367","74","80","-1","2","0","1","74","74.0","0.017241379310344827","true"
"Tcp","4","76367","74","80","-1","2","0","1","74","74.0","0.017241379310344827","true"
"Tcp","4","76367","74","80","-1","2","0","1","74","74.0","0.017241379310344827","true"
"Tcp","4","76367","74","80","-1","2","0","1","74","74.0","0.017241379310344827","true"
"Tcp","4","76367","74","80","-1","2","0","1","74","74.0","0.017241379310344827","true"
"Tcp","4","76367","74","80","-1","2","0","1","74","74.0","0.017241379310344827","true"
"Tcp","4","76367","74","80","-1","2","0","1","74","74.0","0.017241379310344827","true"
"Tcp","4","76367","74","80","-1","2","0","1","74","74.0","0.017241379310344827","true"
"Tcp","4","76368","74","80","-1","2","0","1","74","74.0","0.017241379310344827","true"
"Tcp","4","76368","74","80","-1","2","0","1","74","74.0","0.017241379310344827","true"
"Tcp","4","76368","74","80","-1","2","0","1","74","74.0","0.017241379310344827","true"
"Tcp","4","76368","74","80","-1","2","0","1","74","74.0","0.017241379310344827","true"
"Tcp","4","76368","74","80","-1","2","0","1","74","74.0","0.01694915254237288","true"
"Tcp","4","76368","74","80","-1","2","0","1","74","74.0","0.01694915254237288","true"
"Tcp","4","76368","74","80","-1","2","0","1","74","74.0","0.01694915254237288","true"
"Tcp","4","76368","74","80","-1","2","0","1","74","74.0","0.01694915254237288","true"
"Tcp","4","76368","74","80","-1","2","0","1","74","74.0","0.01694915254237288","true"
"Tcp","4","76368","74","80","-1","2","0","1","74","74.0","0.01694915254237288","true"
"Tcp","4","76368","74","80","-1","2","0","1","74","74.0","0.01694915254237288","true"
"Tcp","4","76369","74","80","-1","2","0","1","74","74.0","0.01694915254237288","true"
"Tcp","4","76369","74","80","-1","2","0","1","74","74.0","0.01694915254237288","true"
"Tcp","4","76369","74","80","-1","2","0","1","74","74.0","0.01694915254237288","true"
"Tcp","4","76369","74","80","-1","2","0","1","74","74.0","0.01694915254237288","true"
"Tcp","4","76369","74","80","-1","2","0","1","74","74.0","0.01694915254237288","true"
"Tcp","4","76369","74","80","-1","2","0","1","74","74.0","0.016666666666666666","true"
"Tcp","4","76369","74","80","-1","2","0","1","74","74.0","0.016666666666666666","true"
"Tcp","4","76369","74","80","-1","2","0","1","74","74.0","0.016666666666666666","true"
"Tcp","4","76369","74","80","-1","2","0","1","74","74.0","0.016666666666666666","true"
"Tcp","4","76369","74","80","-1","2","0","1","74","74.0","0.016666666666666666","true"
"Tcp","4","76369","74","80","-1","2","0","1","74","74.0","0.016666666666666666","true"
"Tcp","4","76370","74","80","-1","2","0","1","74","74.0","0.016666666666666666","true"
"Tcp","4","76370","74","80","-1","2","0","1","74","74.0","0.016666666666666666","true"
"Tcp","4","76370","74","80","-1","2","0","1","74","74.0","0.016666666666666666","true"
"Tcp","4","76370","74","80","-1","2","0","1","74","74.0","0.016666666666666666","true"
"Tcp","4","76370","74","80","-1","2","0","1","74","74.0","0.016666666666666666","true"
"Tcp","4","76370","74","80","-1","2","0","1","74","74.0","0.016666666666666666","true"
"Tcp","4","76370","74","80","-1","2","0","1","74","74.0","0.016666666666666666","true"
"Tcp","4","76370","74","80","-1","2","0","1","74","74.0","0.01639344262295082","true"
"Tcp","4","76370","74","80","-1","2","0","1","74","74.0","0.01639344262295082","true"
"Tcp","4","76370","74","80","-1","2","0","1","74","74.0","0.01639344262295082","true"
"Tcp","4","76370","74","80","-1","2","0","1","74","74.0","0.01639344262295082","true"
"Tcp","4","76371","74","80","-1","2","0","1","74","74.0","0.01639344262295082","true"
"Tcp","4","76371","74","80","-1","2","0","1","74","74.0","0.01639344262295082","true"
"Tcp","4","76371","74","80","-1","2","0","1","74","74.0","0.01639344262295082","true"
"Tcp","4","76371","74","80","-1","2","0","1","74","74.0","0.01639344262295082","true"
"Tcp","4","76371","74","80","-1","2","0","1","74","74.0","0.01639344262295082","true"
"Tcp","4","76371","74","80","-1","2","0","1","74","74.0","0.01639344262295082","true"
"Tcp","4","76371","74","80","-1","2","0","1","74","74.0","0.01639344262295082","true"
"Tcp","4","76371","74","80","-1","2","0","1","74","74.0","0.01639344262295082","true"
"Tcp","4","76371","74","80","-1","2","0","1","74","74.0","0.01639344262295082","true"
"Tcp","4","76371","74","80","-1","2","0","1","74","74.0","0.016129032258064516","true"
"Tcp","4","76371","74","80","-1","2","0","1","74","74.0","0.016129032258064516","true"
"Tcp","4","76372","74","80","-1","2","0","1","74","74.0","0.016129032258064516","true"
"Tcp","4","76372","74","80","-1","2","0","1","74","74.0","0.016129032258064516","true"
"Tcp","4","76372","74","80","-1","2","0","1","74","74.0","0.016129032258064516","true"
"Tcp","4","76372","74","80","-1","2","0","1","74","74.0","0.016129032258064516","true"
"Tcp","4","76372","74","80","-1","2","0","1","74","74.0","0.016129032258064516","true"
"Tcp","4","76372","74","80","-1","2","0","1","74","74.0","0.016129032258064516","true"
"Tcp","4","76372","74","80","-1","2","0","1","74","74.0","0.016129032258064516","true"
"Tcp","4","76372","74","80","-1","2","0","1","74","74.0","0.016129032258064516","true"
"Tcp","4","76372","74","80","-1","2","0","1","74","74.0","0.016129032258064516","true"
"Tcp","4","76372","74","80","-1","2","0","1","74","74.0","0.016129032258064516","true"
"Icmp","4","76372","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Icmp","4","76372","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Icmp","4","76373","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Tcp","4","76373","95","80","-1","24","9981318000","4","525","131.0","0.057971014492753624","true"
"Tcp","4","76373","100","80","-1","24","9966453000","4","530","132.0","0.057971014492753624","true"
"Tcp","4","76373","91","80","-1","24","9952485000","4","521","130.0","0.057971014492753624","true"
"Tcp","4","76373","81","80","-1","24","9940546000","4","511","127.0","0.057971014492753624","true"
"Tcp","4","76373","105","80","-1","24","9928641000","4","535","133.0","0.057971014492753624","true"
"Tcp","4","76373","97","80","-1","24","9915661000","4","527","131.0","0.057971014492753624","true"
"Tcp","4","76373","109","80","-1","24","9901680000","4","539","134.0","0.057971014492753624","true"
"Tcp","4","76373","99","80","-1","24","9887766000","4","529","132.0","0.057971014492753624","true"
"Tcp","4","76373","85","80","-1","24","9873801000","4","515","128.0","0.057971014492753624","true"
"Tcp","4","76373","102","80","-1","24","9858822000","4","532","133.0","0.057971014492753624","true"
"Tcp","4","76373","91","80","-1","24","9847266000","4","521","130.0","0.057971014492753624","true"
"Tcp","4","76373","93","80","-1","24","9833267000","4","523","130.0","0.05714285714285714","true"
"Tcp","4","76373","97","80","-1","24","9820402000","4","527","131.0","0.05714285714285714","true"
"Tcp","4","76373","115","80","-1","24","9804498000","4","545","136.0","0.05714285714285714","true"
"Tcp","4","76374","111","80","-1","24","9791436000","4","541","135.0","0.05714285714285714","true"
"Tcp","4","76374","88","80","-1","24","9777478000","4","518","129.0","0.05714285714285714","true"
"Tcp","4","76374","80","80","-1","24","9764838000","4","510","127.0","0.05714285714285714","true"
"Tcp","4","76374","95","80","-1","24","9750572000","4","525","131.0","0.05714285714285714","true"
"Tcp","4","76374","102","80","-1","24","9737634000","4","532","133.0","0.05714285714285714","true"
"Tcp","4","76374","91","80","-1","24","9725068000","4","521","130.0","0.05714285714285714","true"
"Tcp","4","76374","90","80","-1","24","9712139000","4","520","130.0","0.05714285714285714","true"
"Tcp","4","76374","108","80","-1","24","9698154000","4","538","134.0","0.05714285714285714","true"
"Tcp","4","76374","90","80","-1","24","9684275000","4","520","130.0","0.05714285714285714","true"
"Tcp","4","76374","82","80","-1","24","9670271000","4","512","128.0","0.05714285714285714","true"
"Tcp","4","76374","96","80","-1","24","9656344000","4","526","131.0","0.05714285714285714","true"
"Tcp","4","76374","96","80","-1","24","9642429000","4","526","131.0","0.05714285714285714","true"
"Tcp","4","76374","97","80","-1","24","9629461000","4","527","131.0","0.05714285714285714","true"
"Tcp","4","76374","81","80","-1","24","9616513000","4","511","127.0","0.05714285714285714","true"
"Tcp","4","76374","94","80","-1","24","9602563000","4","524","131.0","0.05714285714285714","true"
"Tcp","4","76375","98","80","-1","24","9591064000","4","528","132.0","0.05714285714285714","true"
"Tcp","4","76375","92","80","-1","24","9578136000","4","522","130.0","0.05714285714285714","true"
"Tcp","4","76375","85","80","-1","24","9564159000","4","515","128.0","0.056338028169014086","true"
"Tcp","4","76375","100","80","-1","24","9551151000","4","530","132.0","0.056338028169014086","true"
"Tcp","4","76375","102","80","-1","24","9538270000","4","532","133.0","0.056338028169014086","true"
"Tcp","4","76375","98","80","-1","24","9524321000","4","528","132.0","0.056338028169014086","true"
"Tcp","4","76375","84","80","-1","24","9511368000","4","514","128.0","0.056338028169014086","true"
"Tcp","4","76375","78","80","-1","24","9498409000","4","508","127.0","0.056338028169014086","true"
"Tcp","4","76375","97","80","-1","24","9486462000","4","527","131.0","0.056338028169014086","true"
"Tcp","4","76375","103","80","-1","24","9473951000","4","533","133.0","0.056338028169014086","true"
"Tcp","4","76375","110","80","-1","24","9460960000","4","540","135.0","0.056338028169014086","true"
"Tcp","4","76375","94","80","-1","24","9448068000","4","524","131.0","0.056338028169014086","true"
"Tcp","4","76375","104","80","-1","24","9435126000","4","534","133.0","0.056338028169014086","true"
"Tcp","4","76375","97","80","-1","24","9423184000","4","527","131.0","0.056338028169014086","true"
"Tcp","4","76375","113","80","-1","24","9409203000","4","543","135.0","0.056338028169014086","true"
"Tcp","4","76376","95","80","-1","24","9396452000","4","525","131.0","0.056338028169014086","true"
"Tcp","4","76376","74","80","-1","24","9383328000","4","504","126.0","0.056338028169014086","true"
"Tcp","4","76376","90","80","-1","24","9369367000","4","520","130.0","0.056338028169014086","true"
"Tcp","4","76376","79","80","-1","24","9359859000","4","509","127.0","0.056338028169014086","true"
"Tcp","4","76376","101","80","-1","24","9345945000","4","531","132.0","0.056338028169014086","true"
"Tcp","4","76376","80","80","-1","24","9332995000","4","510","127.0","0.056338028169014086","true"
"Tcp","4","76376","97","80","-1","24","9320031000","4","527","131.0","0.05555555555555555","true"
"Tcp","4","76376","84","80","-1","24","9306072000","4","514","128.0","0.05555555555555555","true"
"Tcp","4","76376","112","80","-1","24","9293046000","4","542","135.0","0.05555555555555555","true"
"Tcp","4","76376","103","80","-1","24","9279118000","4","533","133.0","0.05555555555555555","true"
"Tcp","4","76376","95","80","-1","24","9265122000","4","525","131.0","0.05555555555555555","true"
"Tcp","4","76376","84","80","-1","24","9252229000","4","514","128.0","0.05555555555555555","true"
"Tcp","4","76376","106","80","-1","24","9238256000","4","536","134.0","0.05555555555555555","true"
"Tcp","4","76376","96","80","-1","24","9226830000","4","526","131.0","0.05555555555555555","true"
"Tcp","4","76376","86","80","-1","24","9210914000","4","516","129.0","0.05555555555555555","true"
"Tcp","4","76377","94","80","-1","24","9196880000","4","524","131.0","0.05555555555555555","true"
"Tcp","4","76377","82","80","-1","24","9182874000","4","512","128.0","0.05555555555555555","true"
"Tcp","4","76377","96","80","-1","24","9171027000","4","526","131.0","0.05555555555555555","true"
"Tcp","4","76377","93","80","-1","24","9159114000","4","523","130.0","0.05555555555555555","true"
"Tcp","4","76377","92","80","-1","24","9147061000","4","522","130.0","0.05555555555555555","true"
"Tcp","4","76377","81","80","-1","24","9135111000","4","511","127.0","0.05555555555555555","true"
"Tcp","4","76377","101","80","-1","24","9124180000","4","531","132.0","0.05555555555555555","true"
"Tcp","4","76377","102","80","-1","24","9111774000","4","532","133.0","0.05555555555555555","true"
