"protocol","weekday","timeofday","pdu_size","dest_tcp","dest_udp","flag_tcp","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.network.Ip4.destination)).enc_timed","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.network.Ip4.destination)).enc_count","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.network.Ip4.destination)).enc_tsize","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.network.Ip4.destination)).enc_asize","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.network.Ip4.destination)).enc_rateps","attack"
"Tcp","4","76422","99","80","-1","24","57000","11302","1268226","112.0","21.08582089552239","true"
"Tcp","4","76422","106","80","-1","24","30000","11304","1268429","112.0","21.08955223880597","true"
"Tcp","4","76422","102","80","-1","24","29000","11307","1268723","112.0","21.095149253731343","true"
"Tcp","4","76422","96","80","-1","24","29000","11308","1268819","112.0","21.097014925373134","true"
"Tcp","4","76422","87","80","-1","24","30000","11310","1269009","112.0","21.100746268656717","true"
"Tcp","4","76422","83","80","-1","24","29000","11313","1269268","112.0","21.10634328358209","true"
"Tcp","4","76422","105","80","-1","24","29000","11314","1269373","112.0","21.10820895522388","true"
"Tcp","4","76422","83","80","-1","24","1553000","11316","1269538","112.0","21.111940298507463","true"
"Tcp","4","76422","95","80","-1","24","34000","11318","1269740","112.0","21.115671641791046","true"
"Tcp","4","76423","74","80","-1","24","31000","11320","1269894","112.0","21.119402985074625","true"
"Tcp","4","76423","90","80","-1","24","31000","11322","1270083","112.0","21.083798882681563","true"
"Tcp","4","76423","85","80","-1","24","30000","11324","1270278","112.0","21.08752327746741","true"
"Tcp","4","76423","100","80","-1","24","1703000","11326","1270484","112.0","21.09124767225326","true"
"Tcp","4","76423","75","80","-1","24","34000","11328","1270634","112.0","21.094972067039105","true"
"Tcp","4","76423","91","80","-1","24","31000","11330","1270834","112.0","21.098696461824954","true"
"Tcp","4","76423","86","80","-1","24","32000","11332","1271016","112.0","21.102420856610802","true"
"Tcp","4","76423","86","80","-1","24","32000","11334","1271202","112.0","21.106145251396647","true"
"Tcp","4","76423","86","80","-1","24","82000","11336","1271389","112.0","21.109869646182496","true"
"Tcp","4","76423","93","80","-1","24","31000","11338","1271570","112.0","21.113594040968344","true"
"Tcp","4","76423","102","80","-1","24","29000","11340","1271763","112.0","21.11731843575419","true"
"Tcp","4","76423","92","80","-1","24","33000","11342","1271968","112.0","21.121042830540038","true"
"Tcp","4","76423","98","80","-1","24","30000","11344","1272159","112.0","21.124767225325886","true"
"Tcp","4","76423","109","80","-1","24","29000","11346","1272358","112.0","21.12849162011173","true"
"Tcp","4","76424","94","80","-1","24","30000","11349","1272640","112.0","21.134078212290504","true"
"Tcp","4","76424","93","80","-1","24","38000","11350","1272733","112.0","21.135940409683425","true"
"Tcp","4","76424","93","80","-1","24","29000","11352","1272914","112.0","21.100371747211895","true"
"Tcp","4","76424","78","80","-1","24","55000","11354","1273099","112.0","21.104089219330856","true"
"Tcp","4","76424","88","80","-1","24","29000","11357","1273386","112.0","21.109665427509295","true"
"Tcp","4","76424","94","80","-1","24","30000","11358","1273480","112.0","21.111524163568774","true"
"Tcp","4","76424","105","80","-1","24","29000","11361","1273784","112.0","21.117100371747213","true"
"Tcp","4","76424","113","80","-1","24","30000","11362","1273897","112.0","21.118959107806692","true"
"Tcp","4","76424","90","80","-1","24","55000","11364","1274074","112.0","21.12267657992565","true"
"Tcp","4","76424","91","80","-1","24","41000","11366","1274280","112.0","21.12639405204461","true"
"Tcp","4","76424","82","80","-1","24","31000","11368","1274459","112.0","21.130111524163567","true"
"Tcp","4","76424","102","80","-1","24","29000","11370","1274650","112.0","21.133828996282528","true"
"Tcp","4","76424","102","80","-1","24","30000","11372","1274845","112.0","21.13754646840149","true"
"Tcp","4","76424","91","80","-1","24","72000","11374","1275028","112.0","21.141263940520446","true"
"Tcp","4","76424","98","80","-1","24","31000","11377","1275334","112.0","21.146840148698885","true"
"Tcp","4","76424","92","80","-1","24","31000","11378","1275426","112.0","21.148698884758364","true"
"Tcp","4","76425","111","80","-1","24","31000","11381","1275724","112.0","21.154275092936803","true"
"Tcp","4","76425","97","80","-1","24","1767000","11382","1275821","112.0","21.116883116883116","true"
"Tcp","4","76425","97","80","-1","24","66000","11384","1276008","112.0","21.120593692022265","true"
"Tcp","4","76425","92","80","-1","24","40000","11386","1276195","112.0","21.12430426716141","true"
"Tcp","4","76425","79","80","-1","24","5879000","11388","1276356","112.0","21.128014842300555","true"
"Tcp","4","76425","108","80","-1","24","87000","11390","1276541","112.0","21.131725417439704","true"
"Tcp","4","76425","106","80","-1","24","48000","11392","1276737","112.0","21.13543599257885","true"
"Tcp","4","76425","94","80","-1","24","39000","11394","1276941","112.0","21.139146567717997","true"
"Tcp","4","76425","77","80","-1","24","39000","11396","1277118","112.0","21.142857142857142","true"
"Tcp","4","76425","100","80","-1","24","4000","11399","1277420","112.0","21.148423005565864","true"
"Tcp","4","76425","102","80","-1","24","39000","11400","1277522","112.0","21.150278293135436","true"
"Tcp","4","76425","88","80","-1","24","46000","11402","1277708","112.0","21.15398886827458","true"
"Tcp","4","76425","95","80","-1","24","39000","11404","1277903","112.0","21.15769944341373","true"
"Tcp","4","76425","76","80","-1","24","38000","11406","1278086","112.0","21.161410018552875","true"
"Tcp","4","76425","104","80","-1","24","39000","11408","1278291","112.0","21.165120593692023","true"
"Tcp","4","76426","97","80","-1","24","6000","11410","1278475","112.0","21.16883116883117","true"
"Tcp","4","76426","84","80","-1","24","3000","11412","1278653","112.0","21.133333333333333","true"
"Tcp","4","76426","101","80","-1","24","5000","11414","1278832","112.0","21.137037037037036","true"
"Tcp","4","76426","92","80","-1","24","37000","11417","1279126","112.0","21.142592592592592","true"
"Tcp","4","76426","94","80","-1","24","4000","11418","1279220","112.0","21.144444444444446","true"
"Tcp","4","76426","99","80","-1","24","3000","11420","1279409","112.0","21.14814814814815","true"
"Tcp","4","76426","100","80","-1","24","4000","11422","1279602","112.0","21.151851851851852","true"
"Tcp","4","76426","93","80","-1","24","3000","11424","1279804","112.0","21.155555555555555","true"
"Tcp","4","76426","89","80","-1","24","3000","11426","1279969","112.0","21.159259259259258","true"
"Tcp","4","76426","103","80","-1","24","4000","11428","1280170","112.0","21.16296296296296","true"
"Tcp","4","76426","112","80","-1","24","6000","11431","1280476","112.0","21.168518518518518","true"
"Tcp","4","76426","85","80","-1","24","50000","11432","1280561","112.0","21.17037037037037","true"
"Tcp","4","76426","112","80","-1","24","4000","11435","1280857","112.0","21.175925925925927","true"
"Tcp","4","76426","112","80","-1","24","37000","11436","1280969","112.0","21.177777777777777","true"
"Tcp","4","76426","87","80","-1","24","37000","11438","1281149","112.0","21.18148148148148","true"
"Tcp","4","76426","109","80","-1","24","37000","11440","1281337","112.0","21.185185185185187","true"
"Tcp","4","76427","95","80","-1","24","37000","11442","1281542","112.0","21.18888888888889","true"
"Tcp","4","76427","87","80","-1","24","37000","11444","1281718","111.0","21.153419593345657","true"
"Tcp","4","76427","90","80","-1","24","40000","11446","1281900","111.0","21.157116451016638","true"
"Tcp","4","76427","96","80","-1","24","4000","11449","1282182","111.0","21.162661737523106","true"
"Tcp","4","76427","84","80","-1","24","37000","11450","1282266","111.0","21.164510166358596","true"
"Tcp","4","76427","95","80","-1","24","36000","11452","1282455","111.0","21.168207024029574","true"
"Tcp","4","76427","111","80","-1","24","38000","11454","1282673","111.0","21.171903881700555","true"
"Tcp","4","76427","93","80","-1","24","38000","11456","1282872","111.0","21.175600739371536","true"
"Tcp","4","76427","104","80","-1","24","38000","11458","1283059","111.0","21.179297597042513","true"
"Tcp","4","76427","99","80","-1","24","47000","11460","1283271","111.0","21.182994454713494","true"
"Icmp","4","76427","74","-1","-1","-1","1000696000","761","66006","86.0","1.303082191780822","false"
"Tcp","4","76427","74","80","-1","2","2966230000","11461","1283345","111.0","21.184842883548985","true"
"Icmp","4","76427","74","-1","-1","-1","1001596000","764","66228","86.0","1.3082191780821917","false"
"Arp","4","76427","42","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Tcp","4","76427","74","80","-1","2","2999981000","11462","1283419","111.0","21.186691312384472","true"
"Icmp","4","76427","74","-1","-1","-1","1000659000","768","66524","86.0","1.3150684931506849","false"
"Tcp","4","76427","74","80","-1","2","3000029000","11463","1283493","111.0","21.188539741219962","true"
"Tcp","4","76428","66","80","-1","2","51034000","770","66664","86.0","1.3184931506849316","false"
"Tcp","4","76428","90","80","-1","24","90000","11465","1283673","111.0","21.153136531365313","true"
"Tcp","4","76428","83","80","-1","24","37000","11467","1283860","111.0","21.156826568265682","true"
"Tcp","4","76428","95","80","-1","24","32000","11469","1284037","111.0","21.160516605166052","true"
"Tcp","4","76428","97","80","-1","24","33000","11472","1284338","111.0","21.166051660516604","true"
"Tcp","4","76428","95","80","-1","24","32000","11474","1284541","111.0","21.169741697416974","true"
"Tcp","4","76428","95","80","-1","24","49000","11475","1284636","111.0","21.171586715867157","true"
"Tcp","4","76428","91","80","-1","24","32000","11477","1284828","111.0","21.175276752767527","true"
"Tcp","4","76428","87","80","-1","24","32000","11479","1285018","111.0","21.178966789667896","true"
"Tcp","4","76428","88","80","-1","24","32000","11481","1285209","111.0","21.182656826568266","true"
"Tcp","4","76428","86","80","-1","24","65000","11484","1285492","111.0","21.18819188191882","true"
"Tcp","4","76428","98","80","-1","24","33000","11485","1285590","111.0","21.190036900369005","true"
"Tcp","4","76428","94","80","-1","24","29000","11487","1285773","111.0","21.19372693726937","true"
"Tcp","4","76428","74","80","-1","24","38000","11489","1285935","111.0","21.19741697416974","true"
"Tcp","4","76428","107","80","-1","24","29000","11491","1286154","111.0","21.20110701107011","true"
"Tcp","4","76429","90","80","-1","24","29000","11493","1286337","111.0","21.20479704797048","true"
"Tcp","4","76429","91","80","-1","24","28000","11495","1286507","111.0","21.169429097605892","true"
"Tcp","4","76429","108","80","-1","24","28000","11497","1286715","111.0","21.173112338858196","true"
"Tcp","4","76429","112","80","-1","24","32000","11499","1286934","111.0","21.176795580110497","true"
"Tcp","4","76429","90","80","-1","24","29000","11501","1287123","111.0","21.1804788213628","true"
"Tcp","4","76429","104","80","-1","24","55000","11503","1287313","111.0","21.1841620626151","true"
"Tcp","4","76429","108","80","-1","24","29000","11505","1287513","111.0","21.1878453038674","true"
"Tcp","4","76429","100","80","-1","24","31000","11507","1287701","111.0","21.191528545119706","true"
"Tcp","4","76429","96","80","-1","24","29000","11510","1287999","111.0","21.197053406998158","true"
"Tcp","4","76429","97","80","-1","24","28000","11511","1288096","111.0","21.19889502762431","true"
"Tcp","4","76429","108","80","-1","24","28000","11513","1288287","111.0","21.20257826887661","true"
"Tcp","4","76429","93","80","-1","24","28000","11516","1288562","111.0","21.208103130755063","true"
"Tcp","4","76429","104","80","-1","24","29000","11517","1288666","111.0","21.209944751381215","true"
"Tcp","4","76429","95","80","-1","24","30000","11519","1288859","111.0","21.21362799263352","true"
"Tcp","4","76429","95","80","-1","24","1451000","11521","1289033","111.0","21.21731123388582","true"
"Tcp","4","76430","97","80","-1","24","33000","11523","1289241","111.0","21.22099447513812","true"
"Tcp","4","76430","109","80","-1","24","28000","11525","1289432","111.0","21.185661764705884","true"
"Tcp","4","76430","110","80","-1","24","29000","11527","1289637","111.0","21.189338235294116","true"
"Tcp","4","76430","101","80","-1","24","29000","11529","1289825","111.0","21.19301470588235","true"
"Tcp","4","76430","105","80","-1","24","29000","11531","1290011","111.0","21.196691176470587","true"
"Tcp","4","76430","97","80","-1","24","29000","11533","1290209","111.0","21.200367647058822","true"
"Tcp","4","76430","101","80","-1","24","29000","11535","1290425","111.0","21.204044117647058","true"
"Tcp","4","76430","84","80","-1","24","31000","11537","1290596","111.0","21.207720588235293","true"
"Tcp","4","76430","112","80","-1","24","29000","11539","1290820","111.0","21.21139705882353","true"
"Tcp","4","76430","83","80","-1","24","65000","11541","1291015","111.0","21.215073529411764","true"
"Tcp","4","76430","90","80","-1","24","29000","11543","1291214","111.0","21.21875","true"
"Tcp","4","76430","78","80","-1","24","28000","11545","1291394","111.0","21.222426470588236","true"
"Tcp","4","76430","111","80","-1","24","31000","11547","1291609","111.0","21.22610294117647","true"
"Tcp","4","76430","113","80","-1","24","29000","11550","1291885","111.0","21.231617647058822","true"
"Tcp","4","76430","83","80","-1","24","29000","11551","1291968","111.0","21.233455882352942","true"
"Tcp","4","76431","92","80","-1","24","29000","11553","1292161","111.0","21.237132352941178","true"
"Tcp","4","76431","85","80","-1","24","44000","11555","1292361","111.0","21.240808823529413","true"
"Tcp","4","76431","111","80","-1","24","29000","11557","1292562","111.0","21.205504587155964","true"
"Tcp","4","76431","92","80","-1","24","3413000","11559","1292739","111.0","21.209174311926606","true"
"Tcp","4","76431","95","80","-1","24","69000","11561","1292940","111.0","21.21284403669725","true"
"Tcp","4","76431","97","80","-1","24","41000","11563","1293112","111.0","21.21651376146789","true"
"Tcp","4","76431","99","80","-1","24","36000","11565","1293291","111.0","21.220183486238533","true"
"Tcp","4","76431","94","80","-1","24","37000","11567","1293462","111.0","21.223853211009175","true"
"Tcp","4","76431","107","80","-1","24","36000","11569","1293651","111.0","21.227522935779817","true"
"Tcp","4","76431","105","80","-1","24","38000","11571","1293860","111.0","21.23119266055046","true"
"Tcp","4","76431","91","80","-1","24","36000","11573","1294045","111.0","21.2348623853211","true"
"Tcp","4","76431","86","80","-1","24","40000","11575","1294225","111.0","21.238532110091743","true"
"Tcp","4","76431","100","80","-1","24","36000","11577","1294413","111.0","21.242201834862385","true"
"Tcp","4","76431","92","80","-1","24","7000","11579","1294597","111.0","21.245871559633027","true"
"Tcp","4","76431","106","80","-1","24","4000","11581","1294787","111.0","21.24954128440367","true"
"Tcp","4","76432","80","80","-1","24","5000","11583","1294965","111.0","21.25321100917431","true"
"Tcp","4","76432","95","80","-1","24","4000","11585","1295166","111.0","21.256880733944953","true"
