"protocol","weekday","timeofday","pdu_size","dest_tcp","dest_udp","flag_tcp","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.network.Ip4.destination)).enc_timed","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.network.Ip4.destination)).enc_count","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.network.Ip4.destination)).enc_tsize","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.network.Ip4.destination)).enc_asize","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.network.Ip4.destination)).enc_rateps","attack"
"Tcp","4","76402","93","80","-1","24","5000","10739","1214645","113.0","20.81201550387597","true"
"Tcp","4","76402","98","80","-1","24","7000","10741","1214849","113.0","20.815891472868216","true"
"Tcp","4","76402","85","80","-1","24","4000","10743","1215018","113.0","20.819767441860463","true"
"Tcp","4","76403","103","80","-1","24","4000","10745","1215209","113.0","20.823643410852714","true"
"Tcp","4","76403","91","80","-1","24","4000","10747","1215380","113.0","20.78723404255319","true"
"Tcp","4","76403","85","80","-1","24","4000","10749","1215560","113.0","20.79110251450677","true"
"Tcp","4","76403","96","80","-1","24","4000","10751","1215747","113.0","20.79497098646035","true"
"Tcp","4","76403","79","80","-1","24","4000","10753","1215942","113.0","20.798839458413926","true"
"Tcp","4","76403","107","80","-1","24","6000","10755","1216154","113.0","20.802707930367504","true"
"Tcp","4","76403","76","80","-1","24","5000","10757","1216328","113.0","20.806576402321085","true"
"Tcp","4","76403","91","80","-1","24","4000","10759","1216530","113.0","20.810444874274662","true"
"Tcp","4","76403","112","80","-1","24","3000","10761","1216730","113.0","20.81431334622824","true"
"Tcp","4","76403","101","80","-1","24","4000","10763","1216936","113.0","20.818181818181817","true"
"Tcp","4","76403","97","80","-1","24","4000","10765","1217133","113.0","20.822050290135397","true"
"Tcp","4","76403","87","80","-1","24","4000","10767","1217323","113.0","20.825918762088975","true"
"Tcp","4","76403","94","80","-1","24","4000","10769","1217504","113.0","20.829787234042552","true"
"Icmp","4","76403","74","-1","-1","-1","999669000","720","62972","87.0","1.2857142857142858","false"
"Icmp","4","76403","74","-1","-1","-1","1000655000","721","63046","87.0","1.2875","false"
"Icmp","4","76404","74","-1","-1","-1","1000646000","723","63194","87.0","1.2910714285714286","false"
"Icmp","4","76404","74","-1","-1","-1","999671000","725","63342","87.0","1.2946428571428572","false"
"Icmp","4","76404","74","-1","-1","-1","1000679000","726","63416","87.0","1.2964285714285715","false"
"Icmp","4","76404","74","-1","-1","-1","1000697000","727","63490","87.0","1.2982142857142858","false"
"Arp","4","76404","42","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Tcp","4","76404","74","80","-1","2","3000021000","10774","1217909","113.0","20.7992277992278","true"
"Tcp","4","76404","92","80","-1","24","41000","10776","1218105","113.0","20.8030888030888","true"
"Tcp","4","76404","106","80","-1","24","32000","10778","1218300","113.0","20.806949806949806","true"
"Tcp","4","76404","102","80","-1","24","32000","10780","1218503","113.0","20.81081081081081","true"
"Tcp","4","76404","96","80","-1","24","32000","10782","1218698","113.0","20.814671814671815","true"
"Tcp","4","76404","78","80","-1","24","56000","10784","1218882","113.0","20.81853281853282","true"
"Tcp","4","76404","95","80","-1","24","43000","10786","1219080","113.0","20.822393822393824","true"
"Tcp","4","76404","80","80","-1","24","31000","10788","1219259","113.0","20.826254826254825","true"
"Tcp","4","76404","102","80","-1","24","30000","10790","1219451","113.0","20.83011583011583","true"
"Tcp","4","76404","86","80","-1","24","31000","10793","1219719","113.0","20.835907335907336","true"
"Tcp","4","76404","96","80","-1","24","32000","10794","1219815","113.0","20.83783783783784","true"
"Tcp","4","76405","85","80","-1","24","31000","10796","1220003","113.0","20.841698841698843","true"
"Tcp","4","76405","103","80","-1","24","50000","10798","1220194","113.0","20.80539499036609","true"
"Tcp","4","76405","89","80","-1","24","32000","10800","1220383","112.0","20.809248554913296","true"
"Tcp","4","76405","94","80","-1","24","31000","10803","1220670","112.0","20.815028901734102","true"
"Tcp","4","76405","100","80","-1","24","31000","10804","1220770","112.0","20.816955684007706","true"
"Tcp","4","76405","91","80","-1","24","32000","10806","1220967","112.0","20.820809248554912","true"
"Tcp","4","76405","102","80","-1","24","32000","10808","1221155","112.0","20.82466281310212","true"
"Tcp","4","76405","102","80","-1","24","1633000","10810","1221344","112.0","20.828516377649326","true"
"Tcp","4","76405","86","80","-1","24","32000","10813","1221634","112.0","20.834296724470136","true"
"Tcp","4","76405","93","80","-1","24","31000","10814","1221727","112.0","20.83622350674374","true"
"Tcp","4","76405","79","80","-1","24","32000","10816","1221887","112.0","20.840077071290946","true"
"Tcp","4","76405","95","80","-1","24","45000","10818","1222073","112.0","20.84393063583815","true"
"Tcp","4","76405","93","80","-1","24","31000","10820","1222250","112.0","20.847784200385355","true"
"Tcp","4","76405","92","80","-1","24","31000","10822","1222425","112.0","20.851637764932562","true"
"Tcp","4","76405","111","80","-1","24","32000","10824","1222651","112.0","20.85549132947977","true"
"Tcp","4","76406","101","80","-1","24","58000","10826","1222842","112.0","20.859344894026975","true"
"Tcp","4","76406","90","80","-1","24","31000","10828","1223021","112.0","20.823076923076922","true"
"Tcp","4","76406","87","80","-1","24","31000","10830","1223215","112.0","20.826923076923077","true"
"Tcp","4","76406","88","80","-1","24","31000","10832","1223391","112.0","20.83076923076923","true"
"Tcp","4","76406","100","80","-1","24","30000","10834","1223579","112.0","20.834615384615386","true"
"Tcp","4","76406","98","80","-1","24","31000","10836","1223764","112.0","20.838461538461537","true"
"Tcp","4","76406","107","80","-1","24","31000","10838","1223972","112.0","20.842307692307692","true"
"Tcp","4","76406","102","80","-1","24","32000","10840","1224173","112.0","20.846153846153847","true"
"Tcp","4","76406","98","80","-1","24","56000","10842","1224381","112.0","20.85","true"
"Tcp","4","76406","95","80","-1","24","31000","10844","1224556","112.0","20.853846153846153","true"
"Tcp","4","76406","98","80","-1","24","31000","10846","1224761","112.0","20.857692307692307","true"
"Tcp","4","76406","93","80","-1","24","64000","10849","1225032","112.0","20.86346153846154","true"
"Tcp","4","76406","93","80","-1","24","34000","10850","1225125","112.0","20.865384615384617","true"
"Tcp","4","76406","97","80","-1","24","31000","10853","1225434","112.0","20.871153846153845","true"
"Tcp","4","76406","97","80","-1","24","32000","10854","1225531","112.0","20.873076923076923","true"
"Tcp","4","76407","80","80","-1","24","42000","10857","1225802","112.0","20.878846153846155","true"
"Tcp","4","76407","96","80","-1","24","33000","10858","1225898","112.0","20.840690978886755","true"
"Tcp","4","76407","105","80","-1","24","32000","10860","1226090","112.0","20.844529750479847","true"
"Tcp","4","76407","89","80","-1","24","31000","10862","1226292","112.0","20.848368522072935","true"
"Tcp","4","76407","98","80","-1","24","37000","10864","1226484","112.0","20.852207293666027","true"
"Tcp","4","76407","97","80","-1","24","32000","10866","1226680","112.0","20.856046065259118","true"
"Tcp","4","76407","90","80","-1","24","1327000","10869","1226951","112.0","20.861804222648754","true"
"Tcp","4","76407","94","80","-1","24","59000","10870","1227045","112.0","20.863723608445298","true"
"Tcp","4","76407","94","80","-1","24","32000","10873","1227317","112.0","20.869481765834934","true"
"Tcp","4","76407","85","80","-1","24","31000","10874","1227402","112.0","20.871401151631478","true"
"Tcp","4","76407","103","80","-1","24","32000","10876","1227621","112.0","20.87523992322457","true"
"Tcp","4","76407","96","80","-1","24","31000","10878","1227813","112.0","20.879078694817657","true"
"Tcp","4","76407","112","80","-1","24","32000","10880","1228038","112.0","20.88291746641075","true"
"Tcp","4","76407","83","80","-1","24","32000","10882","1228215","112.0","20.886756238003837","true"
"Tcp","4","76407","112","80","-1","24","30000","10884","1228421","112.0","20.89059500959693","true"
"Tcp","4","76408","102","80","-1","24","32000","10886","1228619","112.0","20.89443378119002","true"
"Tcp","4","76408","114","80","-1","24","346000","10889","1228913","112.0","20.86015325670498","true"
"Tcp","4","76408","75","80","-1","24","46000","10890","1228988","112.0","20.862068965517242","true"
"Tcp","4","76408","105","80","-1","24","31000","10892","1229181","112.0","20.865900383141764","true"
"Tcp","4","76408","94","80","-1","24","30000","10894","1229357","112.0","20.869731800766285","true"
"Tcp","4","76408","92","80","-1","24","31000","10896","1229530","112.0","20.873563218390803","true"
"Tcp","4","76408","86","80","-1","24","31000","10898","1229711","112.0","20.877394636015325","true"
"Tcp","4","76408","108","80","-1","24","30000","10900","1229911","112.0","20.881226053639846","true"
"Tcp","4","76408","97","80","-1","24","31000","10902","1230099","112.0","20.885057471264368","true"
"Tcp","4","76408","100","80","-1","24","31000","10904","1230277","112.0","20.88888888888889","true"
"Tcp","4","76408","106","80","-1","24","1578000","10906","1230477","112.0","20.89272030651341","true"
"Tcp","4","76408","98","80","-1","24","33000","10908","1230670","112.0","20.896551724137932","true"
"Tcp","4","76408","78","80","-1","24","29000","10910","1230854","112.0","20.90038314176245","true"
"Tcp","4","76408","108","80","-1","24","29000","10912","1231048","112.0","20.904214559386972","true"
"Tcp","4","76408","99","80","-1","24","47000","10915","1231326","112.0","20.909961685823756","true"
"Tcp","4","76409","95","80","-1","24","40000","10916","1231421","112.0","20.911877394636015","true"
"Tcp","4","76409","90","80","-1","24","47000","10918","1231604","112.0","20.915708812260537","true"
"Tcp","4","76409","93","80","-1","24","29000","10920","1231813","112.0","20.879541108986615","true"
"Tcp","4","76409","93","80","-1","24","32000","10922","1231985","112.0","20.883365200764818","true"
"Tcp","4","76409","99","80","-1","24","30000","10924","1232198","112.0","20.88718929254302","true"
"Tcp","4","76409","95","80","-1","24","29000","10926","1232407","112.0","20.891013384321223","true"
"Tcp","4","76409","95","80","-1","24","29000","10928","1232596","112.0","20.894837476099426","true"
"Tcp","4","76409","116","80","-1","24","37000","10930","1232810","112.0","20.898661567877628","true"
"Tcp","4","76409","104","80","-1","24","32000","10932","1233003","112.0","20.90248565965583","true"
"Tcp","4","76409","89","80","-1","24","31000","10934","1233192","112.0","20.906309751434033","true"
"Tcp","4","76409","113","80","-1","24","38000","10936","1233421","112.0","20.910133843212236","true"
"Icmp","4","76409","74","-1","-1","-1","1000666000","732","63860","87.0","1.2932862190812722","false"
"Tcp","4","76409","74","80","-1","2","2980931000","10937","1233495","112.0","20.91204588910134","true"
"Icmp","4","76409","74","-1","-1","-1","1001523000","734","64008","87.0","1.2968197879858658","false"
"Tcp","4","76409","74","80","-1","2","2999577000","10938","1233569","112.0","20.91395793499044","true"
"Icmp","4","76409","74","-1","-1","-1","1001619000","737","64230","87.0","1.302120141342756","false"
"Tcp","4","76409","74","80","-1","2","3000588000","10939","1233643","112.0","20.915869980879542","true"
"Tcp","4","76410","109","80","-1","24","1000683000","10940","1233752","112.0","20.91778202676864","true"
"Tcp","4","76410","104","80","-1","24","34000","10942","1233959","112.0","20.921606118546844","true"
"Tcp","4","76410","96","80","-1","24","28000","10944","1234150","112.0","20.885496183206108","true"
"Tcp","4","76410","92","80","-1","24","26000","10946","1234340","112.0","20.889312977099237","true"
"Tcp","4","76410","98","80","-1","24","26000","10948","1234539","112.0","20.893129770992367","true"
"Tcp","4","76410","85","80","-1","24","28000","10950","1234731","112.0","20.896946564885496","true"
"Tcp","4","76410","85","80","-1","24","27000","10953","1235006","112.0","20.90267175572519","true"
"Tcp","4","76410","95","80","-1","24","36000","10954","1235101","112.0","20.904580152671755","true"
"Tcp","4","76410","98","80","-1","24","31000","10956","1235297","112.0","20.908396946564885","true"
"Tcp","4","76410","111","80","-1","24","28000","10958","1235522","112.0","20.912213740458014","true"
"Tcp","4","76410","97","80","-1","24","1356000","10960","1235698","112.0","20.916030534351144","true"
"Tcp","4","76410","105","80","-1","24","31000","10962","1235883","112.0","20.919847328244273","true"
"Tcp","4","76410","88","80","-1","24","27000","10964","1236086","112.0","20.923664122137403","true"
"Tcp","4","76410","97","80","-1","24","27000","10966","1236258","112.0","20.927480916030536","true"
"Tcp","4","76410","100","80","-1","24","27000","10968","1236446","112.0","20.931297709923665","true"
"Tcp","4","76411","109","80","-1","24","28000","10970","1236654","112.0","20.935114503816795","true"
"Tcp","4","76411","76","80","-1","24","27000","10972","1236835","112.0","20.938931297709924","true"
"Tcp","4","76411","97","80","-1","24","27000","10974","1237029","112.0","20.902857142857144","true"
"Tcp","4","76411","86","80","-1","24","30000","10976","1237209","112.0","20.906666666666666","true"
"Tcp","4","76411","99","80","-1","24","27000","10978","1237402","112.0","20.910476190476192","true"
"Tcp","4","76411","90","80","-1","24","425000","10980","1237584","112.0","20.914285714285715","true"
"Tcp","4","76411","117","80","-1","24","28000","10982","1237799","112.0","20.918095238095237","true"
"Tcp","4","76411","103","80","-1","24","27000","10984","1237988","112.0","20.921904761904763","true"
"Tcp","4","76411","95","80","-1","24","26000","10986","1238169","112.0","20.925714285714285","true"
"Tcp","4","76411","108","80","-1","24","26000","10988","1238373","112.0","20.92952380952381","true"
"Tcp","4","76411","93","80","-1","24","27000","10990","1238565","112.0","20.933333333333334","true"
"Tcp","4","76411","81","80","-1","24","26000","10992","1238738","112.0","20.937142857142856","true"
"Tcp","4","76411","95","80","-1","24","26000","10994","1238924","112.0","20.940952380952382","true"
"Tcp","4","76411","100","80","-1","24","29000","10996","1239128","112.0","20.944761904761904","true"
"Tcp","4","76411","96","80","-1","24","27000","10998","1239310","112.0","20.94857142857143","true"
"Tcp","4","76411","100","80","-1","24","1505000","11000","1239502","112.0","20.952380952380953","true"
"Tcp","4","76412","89","80","-1","24","31000","11002","1239690","112.0","20.956190476190475","true"
"Tcp","4","76412","115","80","-1","24","26000","11004","1239902","112.0","20.920152091254753","true"
"Tcp","4","76412","77","80","-1","24","27000","11006","1240092","112.0","20.923954372623573","true"
"Tcp","4","76412","96","80","-1","24","26000","11008","1240274","112.0","20.927756653992397","true"
"Tcp","4","76412","107","80","-1","24","27000","11010","1240464","112.0","20.931558935361217","true"
"Tcp","4","76412","78","80","-1","24","27000","11012","1240644","112.0","20.935361216730037","true"
"Tcp","4","76412","95","80","-1","24","27000","11014","1240837","112.0","20.93916349809886","true"
"Tcp","4","76412","85","80","-1","24","28000","11016","1241023","112.0","20.94296577946768","true"
"Tcp","4","76412","84","80","-1","24","1481000","11018","1241198","112.0","20.9467680608365","true"
"Tcp","4","76412","103","80","-1","24","38000","11020","1241395","112.0","20.950570342205324","true"
"Tcp","4","76412","88","80","-1","24","26000","11023","1241666","112.0","20.956273764258555","true"
"Tcp","4","76412","105","80","-1","24","27000","11024","1241771","112.0","20.958174904942965","true"
"Tcp","4","76412","85","80","-1","24","26000","11026","1241936","112.0","20.96197718631179","true"
"Tcp","4","76412","112","80","-1","24","26000","11028","1242143","112.0","20.96577946768061","true"
"Tcp","4","76412","97","80","-1","24","26000","11031","1242411","112.0","20.97148288973384","true"
"Tcp","4","76413","91","80","-1","24","27000","11032","1242502","112.0","20.973384030418252","true"
"Tcp","4","76413","87","80","-1","24","29000","11034","1242683","112.0","20.977186311787072","true"
"Tcp","4","76413","78","80","-1","24","3511000","11036","1242858","112.0","20.941176470588236","true"
"Tcp","4","76413","93","80","-1","24","38000","11038","1243052","112.0","20.944971537001898","true"
"Tcp","4","76413","117","80","-1","24","27000","11040","1243250","112.0","20.94876660341556","true"
"Tcp","4","76413","103","80","-1","24","26000","11042","1243448","112.0","20.952561669829223","true"
"Tcp","4","76413","101","80","-1","24","27000","11044","1243636","112.0","20.956356736242885","true"
"Tcp","4","76413","93","80","-1","24","28000","11046","1243821","112.0","20.960151802656547","true"
"Tcp","4","76413","98","80","-1","24","28000","11049","1244104","112.0","20.96584440227704","true"
"Tcp","4","76413","97","80","-1","24","27000","11050","1244201","112.0","20.967741935483872","true"
"Tcp","4","76413","112","80","-1","24","30000","11052","1244396","112.0","20.971537001897534","true"
"Tcp","4","76413","76","80","-1","24","28000","11054","1244566","112.0","20.975332068311197","true"
"Tcp","4","76413","108","80","-1","24","63000","11056","1244782","112.0","20.97912713472486","true"
"Tcp","4","76413","110","80","-1","24","28000","11058","1244977","112.0","20.98292220113852","true"
"Tcp","4","76414","90","80","-1","24","28000","11061","1245280","112.0","20.988614800759013","true"
"Tcp","4","76414","75","80","-1","24","28000","11062","1245355","112.0","20.990512333965846","true"
"Tcp","4","76414","92","80","-1","24","27000","11064","1245525","112.0","20.954545454545453","true"
"Tcp","4","76414","84","80","-1","24","26000","11067","1245812","112.0","20.960227272727273","true"
"Tcp","4","76414","107","80","-1","24","27000","11068","1245919","112.0","20.96212121212121","true"
"Tcp","4","76414","113","80","-1","24","30000","11071","1246207","112.0","20.96780303030303","true"
"Tcp","4","76414","94","80","-1","24","27000","11073","1246377","112.0","20.97159090909091","true"
"Tcp","4","76414","84","80","-1","24","26000","11074","1246461","112.0","20.973484848484848","true"
"Tcp","4","76414","93","80","-1","24","26000","11076","1246650","112.0","20.977272727272727","true"
"Tcp","4","76414","114","80","-1","24","28000","11078","1246849","112.0","20.981060606060606","true"
"Tcp","4","76414","94","80","-1","24","27000","11080","1247027","112.0","20.984848484848484","true"
"Tcp","4","76414","89","80","-1","24","28000","11082","1247208","112.0","20.988636363636363","true"
"Tcp","4","76414","99","80","-1","24","29000","11084","1247421","112.0","20.992424242424242","true"
"Icmp","4","76414","74","-1","-1","-1","999665000","740","64452","87.0","1.295971978984238","false"
"Tcp","4","76414","74","80","-1","2","1985378000","11086","1247581","112.0","20.99621212121212","true"
"Icmp","4","76414","74","-1","-1","-1","1001154000","744","64748","87.0","1.3029772329246936","false"
"Tcp","4","76415","74","80","-1","2","3000003000","11087","1247655","112.0","20.998106060606062","true"
"Icmp","4","76415","74","-1","-1","-1","1000041000","746","64896","86.0","1.3064798598949212","false"
"Tcp","4","76415","74","80","-1","2","2999999000","11088","1247729","112.0","20.96030245746692","true"
"Icmp","4","76415","74","-1","-1","-1","1001657000","749","65118","86.0","1.3117338003502628","false"
"Tcp","4","76415","102","80","-1","24","86000","11090","1247937","112.0","20.964083175803403","true"
"Tcp","4","76415","106","80","-1","24","31000","11092","1248144","112.0","20.967863894139885","true"
"Tcp","4","76415","83","80","-1","24","30000","11094","1248330","112.0","20.97164461247637","true"
"Tcp","4","76415","110","80","-1","24","29000","11096","1248535","112.0","20.975425330812854","true"
"Tcp","4","76415","87","80","-1","24","40000","11099","1248803","112.0","20.98109640831758","true"
"Tcp","4","76415","92","80","-1","24","29000","11100","1248895","112.0","20.982986767485823","true"
"Tcp","4","76415","99","80","-1","24","30000","11102","1249091","112.0","20.986767485822305","true"
"Tcp","4","76415","95","80","-1","24","38000","11104","1249287","112.0","20.99054820415879","true"
"Tcp","4","76415","89","80","-1","24","30000","11106","1249470","112.0","20.994328922495274","true"
"Tcp","4","76415","79","80","-1","24","30000","11109","1249719","112.0","21.0","true"
"Tcp","4","76415","107","80","-1","24","1286000","11110","1249826","112.0","21.001890359168243","true"
"Tcp","4","76415","93","80","-1","24","36000","11112","1250014","112.0","21.005671077504726","true"
"Tcp","4","76416","93","80","-1","24","31000","11114","1250193","112.0","21.00945179584121","true"
"Tcp","4","76416","105","80","-1","24","31000","11116","1250386","112.0","20.973584905660378","true"
"Tcp","4","76416","105","80","-1","24","31000","11118","1250594","112.0","20.977358490566036","true"
"Tcp","4","76416","104","80","-1","24","32000","11121","1250905","112.0","20.983018867924528","true"
"Tcp","4","76416","76","80","-1","24","31000","11122","1250981","112.0","20.984905660377358","true"
"Tcp","4","76416","88","80","-1","24","32000","11124","1251150","112.0","20.98867924528302","true"
"Tcp","4","76416","94","80","-1","24","34000","11126","1251328","112.0","20.99245283018868","true"
"Tcp","4","76416","102","80","-1","24","32000","11128","1251516","112.0","20.99622641509434","true"
"Tcp","4","76416","101","80","-1","24","1317000","11130","1251716","112.0","21.0","true"
"Tcp","4","76416","104","80","-1","24","33000","11132","1251906","112.0","21.00377358490566","true"
"Tcp","4","76416","87","80","-1","24","32000","11134","1252080","112.0","21.00754716981132","true"
"Tcp","4","76416","108","80","-1","24","32000","11136","1252292","112.0","21.01132075471698","true"
"Tcp","4","76416","91","80","-1","24","31000","11138","1252465","112.0","21.015094339622642","true"
"Tcp","4","76416","90","80","-1","24","32000","11141","1252768","112.0","21.02075471698113","true"
"Tcp","4","76416","87","80","-1","24","31000","11142","1252855","112.0","21.022641509433964","true"
"Tcp","4","76417","97","80","-1","24","31000","11144","1253050","112.0","21.026415094339622","true"
"Tcp","4","76417","105","80","-1","24","34000","11146","1253254","112.0","20.990583804143125","true"
"Tcp","4","76417","101","80","-1","24","1432000","11148","1253433","112.0","20.994350282485875","true"
"Tcp","4","76417","86","80","-1","24","35000","11150","1253596","112.0","20.998116760828626","true"
"Tcp","4","76417","104","80","-1","24","31000","11152","1253796","112.0","21.001883239171374","true"
"Tcp","4","76417","89","80","-1","24","30000","11155","1254077","112.0","21.0075329566855","true"
"Tcp","4","76417","87","80","-1","24","31000","11156","1254164","112.0","21.009416195856875","true"
"Tcp","4","76417","117","80","-1","24","31000","11158","1254381","112.0","21.013182674199623","true"
"Tcp","4","76417","112","80","-1","24","31000","11161","1254675","112.0","21.018832391713747","true"
"Tcp","4","76417","94","80","-1","24","31000","11162","1254769","112.0","21.02071563088512","true"
"Tcp","4","76417","102","80","-1","24","33000","11164","1254969","112.0","21.024482109227872","true"
"Tcp","4","76417","101","80","-1","24","1430000","11166","1255162","112.0","21.028248587570623","true"
"Tcp","4","76417","91","80","-1","24","33000","11168","1255351","112.0","21.03201506591337","true"
"Tcp","4","76417","77","80","-1","24","31000","11170","1255517","112.0","21.03578154425612","true"
"Tcp","4","76417","93","80","-1","24","32000","11172","1255715","112.0","21.03954802259887","true"
"Tcp","4","76418","90","80","-1","24","31000","11174","1255907","112.0","21.04331450094162","true"
"Tcp","4","76418","92","80","-1","24","38000","11176","1256088","112.0","21.007518796992482","true"
"Tcp","4","76418","100","80","-1","24","29000","11178","1256287","112.0","21.01127819548872","true"
"Tcp","4","76418","99","80","-1","24","28000","11180","1256474","112.0","21.015037593984964","true"
"Tcp","4","76418","101","80","-1","24","33000","11182","1256676","112.0","21.018796992481203","true"
"Tcp","4","76418","77","80","-1","24","78000","11184","1256844","112.0","21.022556390977442","true"
"Tcp","4","76418","113","80","-1","24","30000","11186","1257053","112.0","21.026315789473685","true"
"Tcp","4","76418","101","80","-1","24","30000","11188","1257263","112.0","21.030075187969924","true"
"Tcp","4","76418","110","80","-1","24","30000","11190","1257484","112.0","21.033834586466167","true"
"Tcp","4","76418","84","80","-1","24","29000","11192","1257664","112.0","21.037593984962406","true"
"Tcp","4","76418","96","80","-1","24","30000","11194","1257834","112.0","21.041353383458645","true"
"Tcp","4","76418","111","80","-1","24","29000","11196","1258030","112.0","21.045112781954888","true"
"Tcp","4","76418","98","80","-1","24","30000","11198","1258224","112.0","21.048872180451127","true"
"Tcp","4","76418","110","80","-1","24","458000","11200","1258428","112.0","21.05263157894737","true"
"Tcp","4","76418","112","80","-1","24","43000","11202","1258649","112.0","21.05639097744361","true"
"Tcp","4","76419","96","80","-1","24","29000","11204","1258836","112.0","21.06015037593985","true"
"Tcp","4","76419","100","80","-1","24","29000","11206","1259026","112.0","21.06390977443609","true"
"Tcp","4","76419","116","80","-1","24","29000","11209","1259321","112.0","21.03001876172608","true"
"Tcp","4","76419","80","80","-1","24","29000","11210","1259401","112.0","21.03189493433396","true"
"Tcp","4","76419","89","80","-1","24","29000","11212","1259598","112.0","21.035647279549718","true"
"Tcp","4","76419","92","80","-1","24","1556000","11214","1259765","112.0","21.03939962476548","true"
"Tcp","4","76419","108","80","-1","24","35000","11216","1259963","112.0","21.04315196998124","true"
"Tcp","4","76419","104","80","-1","24","31000","11219","1260255","112.0","21.048780487804876","true"
"Tcp","4","76419","108","80","-1","24","31000","11220","1260363","112.0","21.05065666041276","true"
"Tcp","4","76419","109","80","-1","24","31000","11222","1260588","112.0","21.054409005628518","true"
"Tcp","4","76419","109","80","-1","24","38000","11224","1260799","112.0","21.058161350844276","true"
"Tcp","4","76419","96","80","-1","24","31000","11227","1261093","112.0","21.063789868667918","true"
"Tcp","4","76419","89","80","-1","24","30000","11228","1261182","112.0","21.065666041275797","true"
"Tcp","4","76419","102","80","-1","24","35000","11230","1261381","112.0","21.069418386491556","true"
"Tcp","4","76419","111","80","-1","24","1413000","11232","1261593","112.0","21.073170731707318","true"
"Tcp","4","76419","101","80","-1","24","29000","11235","1261877","112.0","21.078799249530956","true"
"Tcp","4","76420","84","80","-1","24","29000","11236","1261961","112.0","21.080675422138835","true"
"Tcp","4","76420","94","80","-1","24","28000","11238","1262157","112.0","21.084427767354597","true"
"Tcp","4","76420","93","80","-1","24","29000","11240","1262353","112.0","21.04868913857678","true"
"Tcp","4","76420","116","80","-1","24","29000","11242","1262562","112.0","21.05243445692884","true"
"Tcp","4","76420","107","80","-1","24","28000","11244","1262748","112.0","21.0561797752809","true"
"Tcp","4","76420","82","80","-1","24","29000","11246","1262924","112.0","21.05992509363296","true"
"Tcp","4","76420","89","80","-1","24","31000","11248","1263126","112.0","21.06367041198502","true"
"Tcp","4","76420","110","80","-1","24","29000","11251","1263433","112.0","21.06928838951311","true"
"Tcp","4","76420","103","80","-1","24","30000","11252","1263536","112.0","21.071161048689138","true"
"Tcp","4","76420","101","80","-1","24","30000","11254","1263726","112.0","21.074906367041198","true"
"Tcp","4","76420","107","80","-1","24","46000","11256","1263922","112.0","21.078651685393258","true"
"Tcp","4","76420","103","80","-1","24","32000","11258","1264122","112.0","21.082397003745317","true"
"Tcp","4","76420","106","80","-1","24","32000","11260","1264329","112.0","21.086142322097377","true"
"Tcp","4","76420","91","80","-1","24","31000","11262","1264501","112.0","21.089887640449437","true"
"Tcp","4","76420","74","80","-1","2","980370000","11263","1264575","112.0","21.091760299625467","true"
"Icmp","4","76421","74","-1","-1","-1","1000663000","752","65340","86.0","1.3032928942807627","false"
"Tcp","4","76421","74","80","-1","2","2999999000","11264","1264649","112.0","21.093632958801496","true"
"Icmp","4","76421","74","-1","-1","-1","999802000","755","65562","86.0","1.3084922010398614","false"
"Tcp","4","76421","74","80","-1","2","3000027000","11265","1264723","112.0","21.05607476635514","true"
"Icmp","4","76421","74","-1","-1","-1","999364000","758","65784","86.0","1.3136915077989602","false"
"Tcp","4","76421","74","80","-1","2","3000005000","11266","1264797","112.0","21.057943925233644","true"
"Tcp","4","76421","96","80","-1","24","45000","11268","1265000","112.0","21.061682242990653","true"
"Tcp","4","76421","76","80","-1","24","30000","11270","1265181","112.0","21.065420560747665","true"
"Tcp","4","76421","104","80","-1","24","30000","11272","1265385","112.0","21.069158878504673","true"
"Tcp","4","76421","109","80","-1","24","29000","11274","1265572","112.0","21.072897196261682","true"
"Tcp","4","76421","85","80","-1","24","30000","11276","1265750","112.0","21.07663551401869","true"
"Tcp","4","76421","107","80","-1","24","29000","11278","1265938","112.0","21.080373831775702","true"
"Tcp","4","76421","108","80","-1","24","30000","11280","1266139","112.0","21.08411214953271","true"
"Tcp","4","76421","109","80","-1","24","79000","11283","1266434","112.0","21.089719626168225","true"
"Tcp","4","76421","91","80","-1","24","42000","11284","1266525","112.0","21.091588785046728","true"
"Tcp","4","76421","110","80","-1","24","32000","11287","1266842","112.0","21.097196261682242","true"
"Tcp","4","76422","86","80","-1","24","39000","11288","1266928","112.0","21.09906542056075","true"
"Tcp","4","76422","81","80","-1","24","29000","11290","1267112","112.0","21.102803738317757","true"
"Tcp","4","76422","89","80","-1","24","29000","11292","1267287","112.0","21.067164179104477","true"
"Tcp","4","76422","88","80","-1","24","29000","11294","1267464","112.0","21.07089552238806","true"
"Tcp","4","76422","93","80","-1","24","29000","11296","1267650","112.0","21.074626865671643","true"
"Tcp","4","76422","103","80","-1","24","32000","11298","1267857","112.0","21.078358208955223","true"
"Tcp","4","76422","99","80","-1","24","31000","11300","1268048","112.0","21.082089552238806","true"
